Mod Name;Author;Description;Versions;Is Latest;Latest Commit;Latest Download
FoxLib;Fox2Code;][/color] Game version: 0.1.7+ (Recommended: 0.1.12fix4) Filename: FoxLib_v0.10.4.zip [center][color=#00FFFF][b][shake rate=5 level=7][[[[/shake] Modding enhancer for BDCC [shake rate=5 level=7]]]][/shake][/b][/color] [/center] [center][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][/center] [center][color=#FF8000][u]/!\[/u] Don't forget to delete old versions of the mod when updating [u]/!\[/u][/color] [/center]  Add cool [rainbow freq=0.1 sat=1 val=1]features[/rainbow] for users: - A mod configuration menu - A custom theme engine - Dynamic mod hotfixes - GameTest engine to test the integrity of the loaded mod list  But mainly add many features and abilities for BDCC mods such as: - Adding custom CrotchBlock for datapacks - Adding new perks level tiers - Controlling more game UI elements - Saving NPC Skills/Perk data - Handling fatal errors via GUI - Configuring mods via in game Menu - Registering custom entries to the ModularDialogue system - Preventing your mod from being loaded twice - Add custom player status bars - Playing custom mod Audio  FoxLib also additionally expose more capabilities to datapacks too, please check the in-game editor to see the new blocks FoxLib adds! [wave amp=10 freq=4]:D[/wave]  FoxLib will also use code generation instead of replacing game code for maximum compatibility with your existing mods, you can see in the file list that FoxLib doesn't replace any game files!  [color=#00FFFF]F[/color]ox[color=#00FFFF]L[/color]ib [color=#00FFFF]M[/color]od[color=#00FFFF]H[/color]elper (Aka. [color=#00FFFF]FLMH[/color].py) is a build tool for developers to ease development of FoxLib mods. It provide warnings to improve your mods code and is the current tool used to package FoxLib!  For more info on how to use FoxLib API or FoxLib ModHelper, please check the bundled or [color=#2222FF][url=https://git.frisk.space/Fox2Code/FoxLib/src/branch/master/Docs]online[/url][/color] documentation! FoxLib source code is hosted at: [color=#2222FF][url=https://git.frisk.space/Fox2Code/FoxLib]https://git.frisk.space/Fox2Code/FoxLib[/url][/color] (Or you can read FoxLib source-code by extracting it) [center][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][img=128x64]Images/WorldTiles/TrimCaution.png[/img][/center]  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/FoxLib.png]Click for preview[/url];33;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FoxLib_v0.10.4.zip
PrisonArtsMod;JacyDotEXE;Adds a new skill that allows combat of previously only npc used attacks. To level up this skill at first use the new Tail Attack.  Changelog 0.2 + added 3 new skills + added new "attack" + added new icons for all the skills + reworked Tail Swipe attack;2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/PrisonArtsMod.zip
SearchBarDeselect;bringlebangul;Are you tired of pressing '1' to exit the inventory and instead typing '1' in the search bar? No more! Now, you click the search bar to begin typing by default. Don't use this mod on touchscreen devices, it won't do anything.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SearchBarDeselect.zip
FNAF Jumpscare;Frivolous;Adds a 1/1000 chance to trigger the FNAF 2 Foxy jumpscare whenever time passes, complete with audio. Configurable with FoxLib, but it isn't required.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/FnafJumpscare.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FnafJumpscare.zip
Songs Hair Pack;SongJo;※ Description  adds 42 hair styles  ※ Update (ver1.8) 3 new hair styles (Credits to Starborker and Tenten) Reworked some existing hairstyles that I previously drew with a mouse Overall polish  + Feel free to share your thoughts about the mod  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SongshairPack.png]Click for Preview[/url];4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SongshairPack_v1.8.zip
Moo Pills;Material Defender;Adds a pill that relieves sore breasts, and improve lactation  pill can be bought at the medical vendomat, or cheated in the Medical category in the debug menu  UPDATE 1.1: fixed a case where lactation doesn't start when getting the "Permanent Lactation" perk (either via pill or by picking it as a starting perk) made the Permanent Lactation perk a starting perk cause inherent perks somehow blank the Buffs tab in skills.;2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/MooPills1.1.zip
SongsVanillaParts;SongJo;※ Description  - Adds 43 body parts for vanilla species (Canine, Feline, Equine, Dragon) - 14 for Dragon: 2 head, 6 ears, 3 horns, 2 feet, 1 tail - 7 for Equine: 1 head, 1 hooves, 3 tails, 1 horn, 1 penis - 7 for Canine: 4 heads, 2 ears, 1 tail - 4 for Feline: 3 heads, 1 ears - 11 for universal: 2 legs, 4 arms, 3 tails, 2 breasts - Compatible with Balls Extra and Hypertus  ※Update (1.4.3) - New 2 Universal parts (breasts) - Added Hypertus patch for the penis and breasts  [i]+Feel free to @me about the mod[/i]  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SongsVanillaParts.png]Click for Preview[/url];5;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SongsVanillaParts_v1.4.3.zip
Cum In Self;Material Defender;Allows the player to cum inside their own pussy, anus, or mouth when masturbating;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/CumInSelf1.0.zip
Watersports Kink;Frivolous;Adds some watersports content. Includes a skill, a full set of perks, the ability to piss during combat and sex, and a few scenes. None of the added content involves pre-existing characters at this time.  Changes in v0.3.0: - Added ability to pee during tribadism - Added ability to pee when getting oral to your vagina - Meat toilet scene is now free to enter even without any levels in the skill - XP awarded to the skill now scales based on how much pee is involved. This should make leveling the skill a lot faster. - If you have both a vagina and a penis, you now get to choose which one you pee with when selecting the 'Piss On' button during sex - Added starting perk that you can take during character creation to unlock peeing during combat and sex - Fixed the Meat Toilet scene not giving any XP  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/WatersportsKink.png]Click for Preview[/url];4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/WatersportsKink.zip
Anal Beads;AlexLover;Adds anal beads. Just a simple sex toy. You can find it in the general vendomat. Now can be used by NPCs, no visuals yet  Update: Now can actually be used by npcs (previously required you to have anal beads already inserted);3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/AnalBeads.zip
MoldyT's Big Tails;MoldyT;Adds 6 New Tails and 14 (not including base skin) additional skin patterns for them.   2 Feline Tails:  Snow Leopard Tail and Fluffy Leopard Tail  2 Canine Tails:  Feral Wolf Tail and Puffy Wolf Tail  2 Mouth Tails  If they don't work ping me, I did not test it with any other mods.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/MoldyTBigTails.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/MoldyTBigTails.zip
More Cow Clothes;WolfStarArt;Ever thought the vanilla cow underwear was too little?  Well, I added a bit more! This mod includes the following:  Cow-Print Stockings for the arms and legs An alternative to the arm stockings that act as bondage mittens. They look like cow hooves! A cowbell collar! (Please note, using this collar is non-permanent unless you use the datapack engine, or you can use the scripting tool to manipulate :3)  All assets are drawn be me, fully tested. Enjoy!;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/MoreCowClothes.zip
Stamina Pills;Material Defender;Adds a pill that increases Stamina by 100, when used in combat will apply only to the opponent. Can also be used in sex. Can be bought at the Medical Vendomat.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/StaminaPills1.0.zip
Chastity Belts Mod;Noro;Adds a new BDSM restrain type of chastity belts with a permanent variant as well. They come in every combination of covering penis/vagina/anus. Sold by the Announcer and Mirri.  Changelog:  • Small update: for variants not blocking the penis - they are now auto adjusting themselves to provide "cut-out" for a penis, if a character has one.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/ChastityBeltsMod.png]Click for Preview[/url];3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/ChastityBeltsMod_v1.2.zip
6 7 Spanking;Frivolous;Changes it so that when subs are counting while being spanked, they are spanked twice at 6 so that they must say '6 7' instead of just 6 and then 7.  I will not apologize for art.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/67Spanking.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/67Spanking.zip
Random Inmate Number;Selinoccino;Your character will now have a random inmate number upon entering BDCC. Excludes canonically taken numbers by default. Works on existing games as well (hopefully), and causes no permanent damage to your savefile. Configurable with FoxLib, which isn't required.   i made it so other mods can add their own characters' inmate numbers to the canon exclusion list, there's a text file with an example included in the mod i'm not sure i got all the canon numbers, so please tell me if i missed any (i only included rahi's) i made this just to cleanse the evil done by the... other mod  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/RandomInmateNumber.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/RandomInmateNumber.zip
Chastity For Everyone;Noro;[b](! Requires FoxLib,   Requires Chastity Cage Flat Remix, NEW: Requires Chastity Belts Mod 1.2 !) [/b]  Make random NPCs spawn with permanent or non-permanent chastity cages and/or belts. It's customizable: you are able to change rules for inmates, guards, engineers, nurses, as well as for specific gender. You can also choose a chance of spawning a flat/belt/permanent chastity variants. Currently doesn't affect any static NPCs. Additionally, adds chastity police mechanic - staff can now stop player or NPC inmates who got rid of their mandated cages, including the player. Mod options are available thanks to FoxLib (go to the [Mods Options] in the main menu).  Changelog:  • Added chastity belts as a variant of chastity for NPC spawn and for the player from permanent chastity starting perk, from the intro scene and from obedience training BUT without further story elements for vagina belt variant (you can only get locked in the belt and that is pretty much it for now) • Added scene near engineering storage room that allows the player to remove permanent chastity belts (you have to have access to the engineering). (It may or may not remain the option in future versions) • renamed "Male chastity" perk to "Permanent chastity" and changed the description accordingly (cosmetic change).  • Player will always be put permanent variants of chastity in case of getting locked back up during inspection scene • If datapack characters should be affected by the mod is now a option in settings • Removed the ability for inmates/player to lock inspectors in permanent variants of chastity during the chastity inspection scene, let's say med bay always has spare keys ,) • Default inspection chance is now back to 35% • Smaller code improvements and bugfixes  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/ChastityForEveryone.png]Click for Preview[/url];7;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/ChastityForEveryone_v2.3.zip
SoundMod;bringlebangul;[b]SIZE: 45.5MB (big file warning)[/b]  This mod implements a simple audio system, using FoxLib. !!WILL NOT WORK WITHOUT LATEST VERSION OF FOXLIB!! There are four audio triggers for the player character: tease, pleasure, struggle, and orgasm. There are also limited sound effects which can play during sex. Settings can be adjusted in Mod Options. Check the readme in the .zip to learn how to add your own sound clips.  Features: Four sound effects plus a gagged variant of each! Tease: triggers when player's Lust stat increases Struggle: triggers when player starts to struggle against restraints Pleasure: triggers when a player's Arousal stat increases Orgasm: triggers when player orgasms Sound packs! Make your own sound packs! Instructions in the readme! In the .zip! Comes with one feminine and one masculine sound pack Sound effects! During sex, some actions will play sound effects (only the ones I could easily detect) Full of bugs and broken bits! No refunds! This relies on using GameExtenders.gd to hook into the game Therefore, it will not work 100% with pre-written scenes  Credits: OpenNSFW sound pack | JeremyColeNSFW | LewdKitzu | VelvetSheetzVA | geministarsign1 Shared under Creative Commons license -- [url=https://opennsfw.carrd.co/]https://opennsfw.carrd.co/[/url]  Changelog v0.7: Made the file size BIGGER. Added sound effects, which have their own folder in the module and are played on a different audio channel! Added some easy-to-detect sound effects for spanking, hitting, hypnosis, and cumming. Added some clothing sounds and chains clinking, but they don't work all the time and sometimes just don't play at all. Working on it. For cumming sound effect, you can set characters with no penis to ave squirting sounds instead of cum noises.  Planned: fix bugs (you can ping me if you find one);5;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SoundMod_beta.zip
